studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
W48,NA,Hily et al,Glenan Archipelago,1990,NA,250,ha,"subtidal and intertidal, 0-10m",aerial photography,NA,mixed,1990,2000,10,2,250,400,2003,NA,"The seagrass of Western Europe, in World Atlas of Seagrass",47.714867,-3.986817,"zostera marina, zostera noltei","zostera marina, zostera noltei",CO-CO,O-O,CO,CO,O,"many drivers are listed, both anthropogenic and natural. The drivers are not ranked so it is unclear which is the primary anthropogenic (negative) driver. I listed the climate conditions as the primarydriver because over all there was an increase in aerial coverage. Very descriptive, no real explanation of how they drew these inferences",none,descriptive,positive,NA,natural (positive climatic conditions),NA,"yes-anthropogenic (dredging, boat anchors, recreational clam fishing, calcareous sediment extraction)",NA,descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,climate,aerial photography,TRUE,W48_Glenan Archipelago,Glenan Archipelago,yes,France,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate,150,Temperate,O,Glenan ArchipelagoW48,250,400,25,275,5.616771097666572,425,1990,1,2,Temperate North Atlantic East,#7570B3,425,2000,TRUE,150,gain,Temperate North Atlantic East,"Temperate North
Atlantic East"
W49,NA,Procaccini et al,Medes Islands,1984,NA,9,ha,5-20m,NA,NA,unspecified,1984,2001,17,3,9,9,2003,NA,"The seagrasses of the western Mediterranean, in World Atlas of Seagrasses",42.044987,3.221442,posidonia oceanica,psoidonia oceanica,P,P,P,P,P,event: establishment of marine reserve 1990 and anchoring not allowed,none,"descriptive, before after comparison",negative,NA,boat mooring,NA,good light conditions/meteorological conditions,NA,very loose description,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,boating (mooring),NA,TRUE,W49_Medes Islands,W49,no,Spain,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate,0,Temperate,P,W49W49,9,9,0.9,9.9,2.2925347571405443,9.9,1980,1,3,Mediterranean,#66A61E,NA,NA,NA,0,no change,Mediterranean,Mediterranean
W51,NA,Inglis,Tauranga Harbour,1959,NA,4439.39,ha,NA,NA,NA,unspecified,1959,1996,37,2,4439.39,2930,2003,NA,"The seagrasses of New Zealand, in World Atlas of Seagrasses",-37.610138,176.033667,zostera capricorni,zostera capricorni,CO,O,CO,CO,O,"There is a section onpresent threats but it is not specific to this site and they are also not ranked or discused interms of this specifc areal loss. Threats include sedimentation, turbidity, nutrient run off , and recreational activities",none,none,NA,NA,NA,NA,none,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,W51_Tauranga Harbour,Tauranga Harbour,yes,New Zealand,Northeastern New Zealand,53,Northern New Zealand,Temperate Australasia,196,Temperate,-1509.3900000000003,Temperate,O,Tauranga HarbourW51,2930,4439.39,293,4732.39,8.462185639284552,4732.39,1950,1,2,Temperate Southern Oceans,#A6761D,4732.39,1996,TRUE,-1509.3900000000003,loss,Temperate Southern Oceans,"Temperate
Southern Oceans"
W52,NA,Lee and Lee,Kaduk Island,1980,NA,1360,ha,NA,Observation and verbal information from fishermen,NA,unspecified,1980,1990,10,2,1360,0,2003,NA,"The seagrasses of The Republic of Korea, World Atlas of Seagrasses",34.561995,128.537398,zostera marina,zostera marina,CO,O,CO,CO,O,"There is not much historical data on seagrass area in Korea. Much of the information comes from observation and verbal information from fishermen. In addition, this site is merely mentioned as an example briefly in the text. There is also a section that mentions present threats but these were not specific to this site.",none,descriptive,negative,NA,land reclamation,NA,yes,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development (land reclamation),other,TRUE,W52_Kaduk Island,W52,no,South Korea,East China Sea,9,Warm Temperate Northwest Pacific,Temperate Northern Pacific,52,Temperate,-1360,Temperate,O,W52W52,1360,1360,136,1496,7.310550158534422,1496,1980,1,2,Temperate North Pacific,#1B9E77,NA,NA,NA,-1360,loss,Temperate North Pacific,"Temperate
North Pacific"
W53,NA,Onuf et al,Mississippi Bays,1969,NA,5520,ha,NA,"aerial photography, ground truthing",NA,unspecified,1969,1992,23,2,5520,810,2003,NA,"The seagrasses of The Gulf of Mexico, in World Atlas of Seagrasses",30.240818,-89.363211,halodule wrightii,"halodule wrightii, halophila engelmannii, ruppia maritima, syringodium filiforme, thalassia testudinum",CO,O,CO,CO,O,losses maybe overestimated due to lack of discrimination between seagrasses and microalgae.,none,descriptive,negative,NA,reduced water quality-urban development,NA,"yes-natural(hurricanes, precipitation patterns)",NA,unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality,aerial photography,TRUE,W53_Mississippi Bays,W53,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-4710,Temperate,O,W53W53,810,5520,81,5601,8.630700432209832,5601,1960,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-4710,loss,Tropical Atlantic,Tropical Atlantic
W53,NA,Onuf et al,Upper Laguna Madre,1967,NA,11800,ha,NA,surveys,NA,unspecified,1967,1999,32,3,11800,21400,2003,NA,"The seagrasses of The Gulf of Mexico, in World Atlas of Seagrasses",26.771698,-97.453173,halodule wrightii,"haoldule wrightii, syringodium filiforme, thalassia tesudinum, halophila engelmannii",CO,O,CO,CO,O,NA,none,descriptive,negative,NA,Hypersalinity,NA,Yes-algal bloom/light reduction,NA,unsure-descriptive,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,salinity,ground mapping,TRUE,W53_Upper Laguna Madre,W53,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,9600,Temperate,O,W53W53,11800,24900,1180,12980,9.471164990258082,26080,1960,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,9600,gain,Tropical Atlantic,Tropical Atlantic
W54,NA,Corbett,"Pine Island Sound, Lower Charlotte Harbor",1982,April,9857,ha,NA,aerial photography,NA,unspecified,1982,2002,20,3,9857,10647,2006,Florida Scientist,"Seagrass Coverage Changes in Charlotte Harbor, FL",26.579232,-82.156908,none specified,"halodule wrightii, thalassia testudinum, syringodium filiforme, halophila engelmanni, halophila decipiens, ruppia maritima",NA,NA,NA,unspecified,NA,NA,none,Descriptive,neutral-areal extent was stable in this analysis,NA,water quality,NA,none,NA,NA,NA,none,FALSE,FALSE,FALSE,FALSE,FALSE,water quality,aerial photography,TRUE,"W54_Pine Island Sound, Lower Charlotte Harbor",W54,no,United States - Atlantic,Floridian,12,Tropical Northwestern Atlantic,Tropical Atlantic,70,Tropical,790,Tropical,other,W54W54,9857,10647,985.7,10842.7,9.291247321469763,11632.7,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,790,gain,Tropical Atlantic,Tropical Atlantic
W54,NA,Corbett,"Matlacha Pass, Lower Charlotte Harbor",1982,April,3247,ha,NA,aerial photography,NA,unspecified,1982,2002,20,3,3247,2784,2006,Florida Scientist,"Seagrass Coverage Changes in Charlotte Harbor, FL",26.584452,-82.06439,none specified,"halodule wrightii, thalassia testudinum, syringodium filiforme, halophila engelmanni, halophila decipiens, ruppia maritima",NA,NA,NA,unspecified,NA,NA,none,Descriptive,neutral-areal extent was stable in this analysis,NA,water quality,NA,none,NA,NA,NA,none,FALSE,FALSE,FALSE,FALSE,FALSE,water quality,aerial photography,TRUE,"W54_Matlacha Pass, Lower Charlotte Harbor",W54,no,United States - Atlantic,Floridian,12,Tropical Northwestern Atlantic,Tropical Atlantic,70,Tropical,-463,Tropical,other,W54W54,2456,3247,245.60000000000002,3492.6,8.158401723505746,3492.6,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,-463,loss,Tropical Atlantic,Tropical Atlantic
W54,NA,Corbett,"San Carlos Bay, Lower Charlotte Harbor",1982,April,2420,ha,NA,aerial photography,NA,unspecified,1982,2002,20,3,2420,1768,2006,Florida Scientist,"Seagrass Coverage Changes in Charlotte Harbor, FL",26.47851,-82.043864,none specified,"halodule wrightii, thalassia testudinum, syringodium filiforme, halophila engelmanni, halophila decipiens, ruppia maritima",NA,NA,NA,unspecified,NA,NA,none,Descriptive,neutral-areal extent was stable in this analysis,NA,water quality,NA,none,NA,NA,NA,none,FALSE,FALSE,FALSE,FALSE,FALSE,water quality,aerial photography,TRUE,"W54_San Carlos Bay, Lower Charlotte Harbor",W54,no,United States - Atlantic,Floridian,12,Tropical Northwestern Atlantic,Tropical Atlantic,70,Tropical,-652,Tropical,other,W54W54,1504,2420,150.4,2570.4,7.851816807801649,2570.4,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,-652,loss,Tropical Atlantic,Tropical Atlantic
W54,NA,Corbett,"Caloosahatchee River, Lower Charlotte Harbor",1982,April,242,ha,NA,aerial photography,NA,unspecified,1982,2002,20,3,242,42,2006,Florida Scientist,"Seagrass Coverage Changes in Charlotte Harbor, FL",26.557722,-81.927973,none specified,"halodule wrightii, thalassia testudinum, syringodium filiforme, halophila engelmanni, halophila decipiens, ruppia maritima",NA,NA,NA,unspecified,NA,NA,none,Descriptive,neutral-areal extent was stable in this analysis,NA,water quality,NA,none,NA,NA,NA,none,FALSE,FALSE,FALSE,FALSE,FALSE,water quality,aerial photography,TRUE,"W54_Caloosahatchee River, Lower Charlotte Harbor",W54,no,United States - Atlantic,Floridian,12,Tropical Northwestern Atlantic,Tropical Atlantic,70,Tropical,-200,Tropical,other,W54W54,1,242,0.1,242.1,5.489350863944013,242.1,1980,1,3,Tropical Atlantic,#E7298A,NA,NA,NA,-200,loss,Tropical Atlantic,Tropical Atlantic
W55,55,Pulich and White,Seabrook Shore,1956,NA,86,ha,NA,aerial photography,NA,unspecified,1956,1987,31,4,86,0,1991,Journal of Coastal Research,Decline of Submerged Vegetation in the Galveston Bay System: Chronology and Relationships to Physical Processes,29.5725,-95.01111111,ruppia maritima,ruppia maritima,C,C,C,C,C,"drivers weren't ranked or prioritized, just listed and explained so it is unclear which is the ""primary"" driver",decrease,"Correlation, visual, descrptive",negative,NA,"subsidence, shoreline erosion, hurricane","visual, t-test",none,NA,NA,NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,hydrology; erosion; storms,aerial photography,TRUE,W55_Seabrook Shore,W55,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-86,Temperate,C,W55W55,86,86,8.6,94.6,4.549657476057832,94.6,1950,1,4,Tropical Atlantic,#E7298A,NA,NA,NA,-86,loss,Tropical Atlantic,Tropical Atlantic
W55,55,Pulich and White,West Bay,1956,NA,458,ha,NA,aerial photography,NA,unspecified,1956,1987,31,4,458,0,1991,Journal of Coastal Research,Decline of Submerged Vegetation in the Galveston Bay System: Chronology and Relationships to Physical Processes,29.24916667,-94.96194444,halodule wrightii,"halodule wrightii, ruppia maritima, thalassia testudinum",CO,O,CO,CO,O,"drivers weren't ranked or prioritized, just listed and explained so it is unclear which is the ""primary"" driver",decrease,"Correlation, visual, descrptive",negative,NA,waterfront development,"visual, t-test","subsidence, shoreline erosion, hurricane, water quality",none,none,none,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,coastal development,aerial photography,TRUE,W55_West Bay,West Bay,yes,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-458,Temperate,O,West BayW55,37,458,3.7,461.7,6.1349153295129435,461.7,1950,1,4,Tropical Atlantic,#E7298A,461.7,1987,TRUE,-458,loss,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,Christmas Bay,1971,July-August,502,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,502,113,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,29.059226,-95.184148,halodule wrightii,"halodule wrightii, ruppia maritima, halophila engelmannii, thalassia testudinum",CO,O,CO,CO,O,NA,none,descriptive,negative,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_Christmas Bay,Christmas Bay,yes,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-389,Temperate,O,Christmas BayW56,113,502,11.3,513.3,6.2408604695662575,513.3,1970,1,2,Tropical Atlantic,#E7298A,513.3,1987,TRUE,-389,loss,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,Bastrop Bay,1971,July-August,104.9,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,104.9,0,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,29.099982,-95.175829,halodule wrightii,"halodule wrightii, ruppia maritima",CO,O,CO,CO,O,NA,none,descriptive,negative,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_Bastrop Bay,W56,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-104.9,Temperate,O,W56W56,104.9,104.9,10.490000000000002,115.39000000000001,4.748317695206577,115.39000000000001,1970,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-104.9,loss,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,East Matagorda,1971,July-August,258.9,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,258.9,387,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,28.697798,-95.861148,halodule wrightii,"halodule wrightii, ruppia maritima, halophila engelmannii, thalassia testudinum",CO,O,CO,CO,O,NA,none,descriptive,positive,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_East Matagorda,W56,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,128.10000000000002,Temperate,O,W56W56,258.9,387,25.89,284.78999999999996,5.651752066561817,412.89,1970,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,128.10000000000002,gain,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,Redfish Lake,1971,July-August,0,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,0,62.8,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,28.598117,-96.504129,halodule wrightii,"halodule wrightii, ruppia maritima",CO,O,CO,CO,O,NA,none,descriptive,positive,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_Redfish Lake,W56,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,62.8,Temperate,O,W56W56,62.8,62.8,6.28,6.28,1.8373699804801074,69.08,1970,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,62.8,gain,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,Keller,1971,July-August,168.3,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,168.3,68.5,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,28.61888889,-96.45555556,halodule wrightii,"halodule wrightii, ruppia maritima",CO,O,CO,CO,O,NA,none,descriptive,negative,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_Keller,W56,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-99.80000000000001,Temperate,O,W56W56,68.5,168.3,6.8500000000000005,175.15,5.165642749643496,175.15,1970,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-99.80000000000001,loss,Tropical Atlantic,Tropical Atlantic
W56,West (1971 and 1972),Adair et al,Matagorda,1971,July-August,569.6,ha,"mainly subtidal, some intertidal","aerial photography, boat surveys",NA,mixed,1971,1987,16,2,569.6,491,1994,Wetlands,Distribution and Status of Submerged Vegetation in Estuaries of the Upper Texas Coast,28.591354,-96.31107,halodule wrightii,"halodule wrightii, ruppia maritima, halophila engelmannii, thalassia testudinum",CO,O,CO,CO,O,NA,none,descriptive,negative,NA,shorefront development,none,"salinity, temperature, water quality",NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,aerial photography,TRUE,W56_Matagorda,W56,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,-78.60000000000002,Temperate,O,W56W56,491,569.6,49.1,618.7,6.427620502536943,618.7,1970,1,2,Tropical Atlantic,#E7298A,NA,NA,NA,-78.60000000000002,loss,Tropical Atlantic,Tropical Atlantic
